user,waktu,barang,review,rating
A***s,10/03/2023,biskitop vegetable and cheese stik,"Respon dan pengiriman cepat, barang sesuai. Recommended seller.",5
F***d,10/03/2023,tango wafle cranchox box 20pc,"Alhamdulillah dapet jajan GRATIS dari tokped...
penjual cepet banget pengemasannya...
langsung di kirim pesenanku...",5
F***d,10/03/2023,Hello Panda Biskuit Renceng isi 10 pcs,"Alhamdulillah dapet jajan GRATIS dari tokped...
penjual cepet banget pengemasannya...
langsung di kirim pesenanku...",5
F***d,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,"Alhamdulillah dapet jajan GRATIS dari tokped...
penjual cepet banget pengemasannya...
langsung di kirim pesenanku...",5
Koko,10/03/2023,Cloud 9 Crunchy Box isi 24 pcs,snack coklat renyah.layanan seller ok paket aman sampe rmh,5
Koko,10/03/2023,Spix Soba Mie pack isi 20 pcs,snack mie pedes gurih,5
siti,10/03/2023,beng beng 1 dus,akhirnya barangnya sampe,5
T***G,10/03/2023,Mie Sedaap kuah,oke,5
T***G,10/03/2023,Nabati siip box 20s,oke,5
ratna,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,"Ini exp kan? pantes kacangnya bau tengik, gak renyah😌",1
r***i,10/03/2023,indomie goreng special,terima kasih 🙏🏻,5
r***i,10/03/2023,Khong Guan Classic Chocolate Wafer 350gr,terima kasih 🙏🏻,5
r***i,10/03/2023,Rinso Bubuk Renceng isi 6 sct,terima kasih 🙏🏻,5
A***n,10/03/2023,abc kopi susu renceng,Sudah diterima sesuai pesanan. Lengkap dengan bonus. Packing rapi dan aman. Terima kasih.,5
D***a,10/03/2023,chocolatos drink renceng 10 pcs,"Terimakasih, barang sudah diterima lengkap 🙏😁",5
D***a,10/03/2023,good day 3 in 1 rtg 10 sct,"Terimakasih, barang sudah diterima lengkap 🙏😁",5
D***a,10/03/2023,milo renceng 22 gr,"Terimakasih, barang sudah diterima lengkap 🙏😁",5
D***a,10/03/2023,Nutrisari Renceng isi 10 sct,"Terimakasih, barang sudah diterima lengkap 🙏😁",5
D***a,10/03/2023,beng beng drink renceng isi 10,"Terimakasih, paketnya sudah diterima lengkap 🙏😁",5
indah,10/03/2023,so nice sosis toples isi 24 pcs,mantap betul dapet diskon 😁,5
indah,10/03/2023,beng beng 1 dus,mantap bgt 😁,5
Alim,10/03/2023,so nice sosis toples isi 24 pcs,cpt,5
s***h,10/03/2023,sabrina minyak 1 liter,pengiriman cepat packing juga aman ...bisa dapet gratis ongkir harga standart.,5
L***s,10/03/2023,Cho Cho Joy Super 40gr,terimakasih paket sudah sampai sesuai pict dan sesuai pesanan,5
L***s,10/03/2023,Cho Cho Joy 20gr,terimakasih paket sudah sampai sesuai pict dan sesuai pesanan,5
Novia,10/03/2023,mie kremezz shorr box,"Recomended seller, packing mantap..",5
Novia,10/03/2023,kacang atom gajah 120gr,"Recomended seller, packing mantap..",5
Novia,10/03/2023,Chiki Twist Renceng 15gr isi 10 pcs,"Recomended seller, packing mantap..",5
Dwi,10/03/2023,Rinso Anti Noda 5.000,produk sesuai pesanan 👍👍👍,5
Dwi,10/03/2023,Head And Shoulders Shampoo Renceng,produk sesuai pesanan 👍👍👍🙏🙏🙏,5
Vicky,10/03/2023,so nice sosis toples isi 24 pcs,"beli sosis berasa gratis 😋  packingnya mantep, makasiiii",5
Endang,10/03/2023,go potato biskuit kentang 20 pcs,"respon cepat, pengiriman cukup lama, expired masih lama",5
Endang,10/03/2023,Nissin Mini Stick pack isi 10 pcs,"Respon cepat, pengiriman cukup lama, expired masih lama",5
E***o,10/03/2023,Kopiko Blister Box isi 12 sct,"ED panjang, sesuai deskripsi...",5
farida,10/03/2023,kecap lele 340ml,kualitas bagus,5
A***a,10/03/2023,superstar triple coklat,sip,5
A***a,10/03/2023,gery chocolatos isi 24,sip,5
A***a,10/03/2023,beng beng 1 dus,sip,5
V***p,10/03/2023,go potato biskuit kentang 20 pcs,"Murah masih ada plastiknya, gak remuk 😁🤙🏼",5
V***p,10/03/2023,Madurasa jeruk nipis box isi 12 sct,"Exp masih lama, masih ada kemasan plastik nya 😁 harganya murah 😛",5
V***p,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,,5
V***p,10/03/2023,KHONG GUAN CHOCO IMOET 55G,"Masih crunch, gak remuk exp nya lumayan lama",4
Arin,10/03/2023,Cloud 9 Crunchy Box isi 24 pcs,dah abiss hahah lengkap dan cepet bgt makanya skarang aku lebih milih pake tokped terus yeey,5
d***i,10/03/2023,oreo soft cake bolu 12 pcs,packing aman exp lama,5
Lukas,10/03/2023,beng beng 1 dus,Pembelian kesekian kalinya 👍,5
R***i,10/03/2023,gery chocolatos isi 24,"Pelayanannya memuaskan, barangnya juga sesuai deskripsi",5
R***i,10/03/2023,Beng beng maxx box,"Pelayanannya memuaskan, Barangnya sesuai dengan deskripsi",5
Elsa,10/03/2023,ultra mimi 125ml dus isi 40,proses cepat. kemasan aman. terimakasih,5
Michael,10/03/2023,momogi box 20 pcs,"Fast Respon Seller, tidak lama langsung kirim barang. Ada pesanan kurang, disisipkan dipengiriman selanjutnya. Recommended seller deh",5
Michael,10/03/2023,Spix Soba Mie pack isi 20 pcs,"Fast Respon Seller, tidak lama langsung kirim barang. Ada pesanan kurang, disisipkan dipengiriman selanjutnya. Recommended seller deh",5
Michael,10/03/2023,yupi roletto box 24 pcs,"Fast Respon Seller, tidak lama langsung kirim barang. Ada pesanan kurang, disisipkan dipengiriman selanjutnya. Recommended seller deh",5
Michael,10/03/2023,Real Good Susu 50ml,"Fast Respon Seller, tidak lama langsung kirim barang. Ada pesanan kurang, disisipkan dipengiriman selanjutnya. Recommended seller deh",5
scooterist,10/03/2023,good day 3 in 1 rtg 10 sct,"Selalu tepat waktu
Terimakasih",5
R***a,10/03/2023,superstar triple coklat,"penjual ramah, barang yg tidak tersedia lgsung di konfirmasi. pengiriman jg cepat. Sudah 2x belanja disini 😊",5
J***n,10/03/2023,Nutrisari Renceng isi 10 sct,isinya cuma 8 pcs,3
azis,10/03/2023,beng beng 1 dus,"mantab, gercep",5
indarti,10/03/2023,Nabati Ahh Box isi 20,lengkap,5
suci,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,udh 2x beli ditoko ini..lsg kirim krn 1 kota .. sesuai dengan pesanan.terima kash,5
Anbiya,10/03/2023,Gery Saluut Wafer Cokelat Tabur Kelapa box isi 12 pcs,lumayan tapi lebih enak kalpa,4
Anbiya,10/03/2023,Superstar snaps box,enak buat yg suka snack yg ga terlalu manis,5
Warso,10/03/2023,Sunsilk Shampoo Renceng isi 12 sct,"mantap banget, seller fast respon. barang sesuai pesanan... packing nya rapi banget.",5
S***a,10/03/2023,beng beng 1 dus,"mantaplah ini. cepet banget prosesnyaaa
next order lagiiiii",5
Mifta,10/03/2023,gulaku 1kg,mantap,5
Selvi,10/03/2023,Downy 500 Renceng isi 12 sct,gratisan wkwk tuker point gopay jiwa emak2 yg tau.. makasi yaa,5
novan,10/03/2023,Glico Pocky Colourful,sedap,5
novan,10/03/2023,beng beng 1 dus,joss,5
Yuni,10/03/2023,monde egg roll 35gr 10pcs,barang sdh diterima dengan baik dan aman. tq,5
Yuni,10/03/2023,tricks potato snack,barang sdh diterima dengan baik dan aman. tq,5
Hengky,10/03/2023,beng beng 1 dus,ED masih lama dan coklat belum meleleh. Good lah. Pesanan kedua ini. ^_^,5
L***a,10/03/2023,momogi box 20 pcs,seller mantabb..gercep bangett. Udah berkali2 order..jadi langganan 👍,5
semmy,10/03/2023,momogi box 20 pcs,thx gan 👍👍👍👍,5
Pryta,10/03/2023,gery chocolatos isi 24,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,Oreo Roll,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,Yupi Fruity Puff Bag 120g (isi 50 pcs),👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,indocafe coffeemix renceng,👍🏻👍🏻👍🏻,5
Amin,10/03/2023,kecap lele 340ml,terimakasih,5
rafardhan,10/03/2023,so nice sosis toples isi 24 pcs,barang sesuai orderan .kemaran nya juga rapi bagus packking nya ok,5
Amalia,10/03/2023,Downy 500 Renceng isi 12 sct,"packing aman,  terjangkau",5
Amalia,10/03/2023,so nice sosis toples isi 24 pcs,"packing aman, harga terjangkau",5
Amalia,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"packing aman, harga terjangkau",5
Fadli,10/03/2023,kopi luwak kopi gula renceng isi 20,Nice,5
Trio,10/03/2023,Filma Minyak Goreng 2Liter Reffil,pengiriman cepat harga terjangkau,5
F***n,10/03/2023,beng beng 1 dus,cepat,5
sanny,10/03/2023,Chiki Balls Renceng isi 10 pcs,pengiriman cepat,5
agus,10/03/2023,good day cappucino renceng 10 sachet,makasiih boooos,5
Retno,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),cepet banget sampenya..,5
D***y,10/03/2023,totole kaldu jamur 80gr,sesuai pesanan terima kasih,5
F***a,10/03/2023,padimas cream cake 10 pcs,"pengiriman cpt banget &amp; baik banget sellernya.. 
makasih bonusnya☺☺",5
F***a,10/03/2023,biskitop vegetable and cheese stik,"pengiriman cpt banget &amp; baik banget sellernya.. 
makasih bonusnya☺☺",5
F***a,10/03/2023,kecap lele 340ml,"pengiriman cpt banget &amp; baik banget sellernya.. 
makasih bonusnya☺☺",5
F***a,10/03/2023,Downy 500 Renceng isi 12 sct,"pengiriman cpt banget &amp; baik banget sellernya.. 
makasih bonusnya☺☺",5
F***a,10/03/2023,Luwak Tarik Malaka renceng isi 10,"pengiriman cpt banget &amp; baik banget sellernya.. 
makasih bonusnya☺☺",5
R***y,10/03/2023,beng beng 1 dus,fsylfguxxkttxuculktuxrixyciyyifpulufykxtiyklfclglyflyfoyf6xixgctxtkdjfg7og7g8h8,5
Alvie,10/03/2023,good day 3 in 1 rtg 10 sct,"pengiriman cepat, harga terjangkau dan free ongkir, recommended pokoknya",5
Alvie,10/03/2023,amh jahe merah renceng 12 pcs,"pengiriman cepat, harga terjangkau dan free ongkir, recommended pokoknya",5
Alvie,10/03/2023,abc kopi susu renceng,"pengiriman cepat, harga terjangkau dan free ongkir, recommended pokoknya",5
A***d,10/03/2023,good day 3 in 1 rtg 10 sct,"mantab.. EXP masih jauh..

rekomendet gais",5
A***d,10/03/2023,Mie Gelas Renceng isi 10 pcs,"mantab, gak ada 1 jam udah nyampe..
ternyata kecamatan tetangga dong, wkwk..",5
D***i,10/03/2023,beng beng 1 dus,"packing rapi, coklatnya aman smp dt4 7an..thanks",5
Diah,10/03/2023,Nabati siip box 20s,,5
Endang,10/03/2023,padimas cream cake 10 pcs,expired masih lama,5
Endang,10/03/2023,energen renceng 10 sachet,expired masih lama,5
Bhaskara,10/03/2023,Telur Ayam Curah Kiloan,"mantab, belin2 kilo jarak jauh nggak ada yg pecah satupun. beli ditempat lain selalu ada 1 atau 2 yg pecah. packagingnya bagus. pertahankan terus kak",5
Aprilia,10/03/2023,mie kremezz shorr box,,5
A***i,10/03/2023,chocolatos drink renceng 10 pcs,mantap jiwa,5
MASTER,10/03/2023,beng beng 1 dus,"respon seller dalam pengiriman cepat,barang sesuai diskripsi, semoga bermanfaat bagi Nusa &amp; Bangsa,terima kasih seller dan Tokopedia.",5
Tuan,10/03/2023,gery chocolatos isi 24,penyok,4
iim,10/03/2023,sabrina minyak 1 liter,terimakasihh,5
iim,10/03/2023,Gillette Venus Simply 3 Blade,terimakasihh,5
M***r,10/03/2023,Nescafe Classic Renceng isi 10 sct,mantappppp,5
M***r,10/03/2023,Nabati Ahh Box isi 20,mantapppp,5
M***r,10/03/2023,Mama Suka Rumput Laut pack isi 2,mantappppp,5
M***r,10/03/2023,Nabati Bisvit Selimut Renceng pack isi 20 pcs,mantapppp,5
M***r,10/03/2023,tricks potato snack,mantappppppp,5
astry,10/03/2023,beng beng 1 dus,cepet,5
Priyo,10/03/2023,Mie Gelas Renceng isi 10 pcs,"cepat ,, oke.. tak jadiin langganan ,semoga dapet promo menarik.",5
Ricky,10/03/2023,Ultra milk cokelat 200ml dus isi 24 pcs,mantap,5
Nurul,10/03/2023,sunlight 5000,tooopp,5
vika,10/03/2023,Softies masker batik box isi 30,barang cepet sampai,5
Susanto,10/03/2023,indomie goreng special,pembelian kedua. datang langsung komporin aja 🔥🔥,5
Yuni,10/03/2023,Nissin Mini Stick pack isi 10 pcs,"baru pesen langsung di kirim , mantap 
kondisi barang rapi",5
erna,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"alhamdulillah akhirnya paket mendarat dengan selamat 😁 sempet ada kendala di expedisinya, tapi seller ramah sekali mau bantu nyelesein ke expedisinya juga
makasih seller",5
Endang,10/03/2023,Tango Wafer Box isi 20 pcs,expired masih lama,5
Endang,10/03/2023,tango wafle cranchox box 20pc,expired masih lama,5
Endang,10/03/2023,padimas cream cake 10 pcs,expired masih lama,5
Endang,10/03/2023,momogi box 20 pcs,"request ganti rasa langsung diproses dan barang datang sesuai request, expired masih lama",5
Endang,10/03/2023,go potato biskuit kentang 20 pcs,expired masih lama,5
susilo,10/03/2023,beng beng 1 dus,brg sesuai pesanan. 👍,5
susilo,10/03/2023,tricks potato snack,brg sesuai pesanan. 👍,5
susilo,10/03/2023,pilus garuda renceng 20 pcs,brg sesuai pesanan. 👍,5
L***e,10/03/2023,Tolak Linu Box isi 5 sct,Buat obat pegal pegal kecapekan,5
L***e,10/03/2023,chocolatos drink renceng 10 pcs,Enaak,5
L***e,10/03/2023,amh jahe merah renceng 12 pcs,Murah banget,5
Priyo,10/03/2023,frisian flag kental manis sachet isi 6pcs,oke siiip,5
hanum,10/03/2023,superstar triple coklat,mantab 👍👍👍,5
hanum,10/03/2023,padimas cream cake 10 pcs,mantab 👍👍👍,5
hanum,10/03/2023,Garuda Ting-Ting permen bag isi 50pcs,mantab 👍👍👍,5
hanum,10/03/2023,Monde Serena Snack 50gr,mantab 👍👍👍,5
hanum,10/03/2023,Khong Guan Superco Renceng isi 10 pcs,mantab 👍👍👍,5
hanum,10/03/2023,Khong Guan Saltcheese,mantab 👍👍👍,5
hanum,10/03/2023,Nissin Wafer Cokelat 125gr,mantab 👍👍👍,5
hanum,10/03/2023,Nissin Vegetable Crackers,mantab 👍👍👍,5
suprato,10/03/2023,amh jahe merah renceng 12 pcs,mantap barang bagus sesuai,5
suprato,10/03/2023,Masako Renceng isi 12 sct,mantap barang bagus sesuai,5
suprato,10/03/2023,pilus garuda renceng 20 pcs,mantap barang bagus sesuai,5
hanum,10/03/2023,momogi box 20 pcs,mantab 👍👍👍,5
suprato,10/03/2023,go potato biskuit kentang 20 pcs,mantap barang bagus sesuai,5
suprato,10/03/2023,Roma Wafello Renceng isi 10 sct,mantap barang bagus sesuai,5
suprato,10/03/2023,Roma Malkist Renceng isi 10 pcs,mantap barang bagus sesuai,5
hanum,10/03/2023,Nissin Mini Stick Merah Pack isi 10 pcs,mantab 👍👍👍,5
hanum,10/03/2023,mie gemez enaak,mantab 👍👍👍,5
sumiyartono,10/03/2023,Khong Guan Saltcheese Combo Renceng isi 10,fast respon,5
sumiyartono,10/03/2023,Khong Guan Superco Renceng isi 10 pcs,fast respon,5
sumiyartono,10/03/2023,Khong Guan Saltcheese,FAST RESPON,5
aditya,10/03/2023,ultra milk cokelat 125ml dus isi 40,pengiriman super cepat 👍,5
Yenita,10/03/2023,Marshmallow Doraemon pack isi 10pcs,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
moch,10/03/2023,kecap lele 340ml,kualitas bagus,5
Yenita,10/03/2023,Roma Wafello Renceng isi 10 sct,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Nabati Ahh Box isi 20,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Filma Minyak Goreng 2Liter Reffil,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,nabati pasta coklat box isi 30pcs,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Downy 500 Renceng isi 12 sct,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Masako Renceng isi 12 sct,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Garuda Ting-Ting permen bag isi 50pcs,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,sunlight 5000,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Kraft Cheddar 70gr,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,ceres classic 90g,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,gulaku 1kg,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Roma Malkist Renceng isi 10 pcs,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,SUN Bubur Bayi Ekonomis 120 gr,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,good day 3 in 1 rtg 10 sct,terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,Yupi Strawberry Kiss 120g ( 50pcs),terimakasih cepet bgt sampainya..next moga bs jd langganan,5
Yenita,10/03/2023,kecap lele 340ml,terimakasih ceper bgt sampainya..next moga bs jd langganan,5
Hengky,10/03/2023,beng beng 1 dus,"ED masih lama, dan coklat tidak meleleh. Berati berlangganan. ;) TKS",5
L***i,10/03/2023,Nabati siip box 20s,Ok Gan..!,5
L***i,10/03/2023,superstar triple coklat,Ok Gan..!,5
L***i,10/03/2023,beng beng 1 dus,Ok Gan..!,5
L***i,10/03/2023,tango wafle cranchox box 20pc,Ok Gan.!,5
L***i,10/03/2023,gery chocolatos isi 24,Ok Gan..!,5
A***s,10/03/2023,indomie goreng special,beli mie gorem dikirim Indomie kuah Oren😪,3
A***s,10/03/2023,Deka Mixed Nut (Kacang Campur) Renceng pack isi 10 pcs,"Alhamdulillah, dapet cash 10rb didalam😍",5
Saka,10/03/2023,indomie ayam spesial,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,Glico Pocky Colourful,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,Deka Crepes Box isi 12 pcs,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,nestle bear brand 189ml,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,Biskuit Marie Regal Renceng (isi 10 pcs),recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,Nissin Wafer Cokelat 125gr,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,indomie goreng special,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,Nissin Lemonia 130g,recommended langsung diproses pesanan sesuai packing rapi,5
Saka,10/03/2023,Mie Sedaap kuah,recommended langsung diproses pesanan sesuai packing rapi,5
ckoprince,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,puas pengiriman cepat produk baikk overall recomended blanja di sinii thx seller tokped n mamas kurir,5
frisca,10/03/2023,Downy 500 Renceng isi 12 sct,Alhamdulillah paket 1 hari udah sampe... pemviriman cepet ...,5
Ferdiana,10/03/2023,ultra milk cokelat 125ml dus isi 40,"barang ED masih sept 2022,terima kasih",5
suci,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,sesuai dengan pesanan ga kurang pas.. pokoke recomended n cepet lsg nyampe ga ada setengah jam... terima kasih,5
vania,10/03/2023,tricks potato snack,mantap,5
Mataram,10/03/2023,Inaco jelly 5,A+,5
Mataram,10/03/2023,amh jahe merah renceng 12 pcs,A+,5
O***a,10/03/2023,kacang atom bledugh 400gr,ED aman,5
Nur,10/03/2023,Nissin Vegetable Crackers,,5
Nur,10/03/2023,Yupi Strawberry Kiss 120g ( 50pcs),terima kasih ya min. udh nyampeee.,5
Venti,10/03/2023,Tango Wafer Box isi 20 pcs,mksh...,5
Venti,10/03/2023,kacang atom gajah 120gr,mksh...,5
Venti,10/03/2023,go potato biskuit kentang 20 pcs,mksh...,5
Venti,10/03/2023,momogi box 20 pcs,mksh...,5
Tri,10/03/2023,biskitop vegetable and cheese stik,"thanks seller.. top markotop
ED : 05-23

pesen jam 17:47 smpai rumah 18:56",5
R***a,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,"alhamdulillah paket sampai dengan aman, barang ori, terimakasih 👍👍",5
Priyo,10/03/2023,SUN Bubur Bayi Ekonomis 120 gr,"okee .. cepat kirim,next order lgi",5
Prasetyowati,10/03/2023,superstar triple coklat,barang ok,5
Prasetyowati,10/03/2023,Glico Pocky Colourful,barang ok,5
Prasetyowati,10/03/2023,Monde egg drops 110g,barang ok,5
Prasetyowati,10/03/2023,roma sari gandum original roll,barang ok,5
Pryta,10/03/2023,indocafe coffeemix renceng,fix jadi langganan.. 😁,5
Venti,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),mksh...,5
Venti,10/03/2023,Pantene Shampoo Renceng,mksh...,5
Ina,10/03/2023,Chiki Twist Renceng 15gr isi 10 pcs,,5
Pradita,10/03/2023,Good day freeze mocafrio renceng,"dapet kupon potongan balikan sm tokopedia, alhamdulillah seneng 😁",5
Endang,10/03/2023,Tango Wafer Box isi 20 pcs,"rasa sesuai pesanan, expired cukup lama",5
Endang,10/03/2023,go potato biskuit kentang 20 pcs,Expired lama,5
Endang,10/03/2023,amh jahe merah renceng 12 pcs,"Packing sangat rapi dan aman, respon dan pengiriman sangat cepat, expired lama",5
irza,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,mantap,5
irza,10/03/2023,Nutrisari Renceng isi 10 sct,mantap,5
Abdul,10/03/2023,gery chocolatos isi 24,ok,5
Abdul,10/03/2023,mie gemez enaak,ok,5
Abdul,10/03/2023,Nuvo hand sanitizer 50ml gel,ok,5
Susanto,10/03/2023,indomie goreng special,tepat waktu. terimakasih,5
Siska,10/03/2023,chocolatos drink renceng 10 pcs,barang ok exp masih lama,5
Agus,10/03/2023,chocolatos drink renceng 10 pcs,produk bagus,5
Agus,10/03/2023,TOP Delfi box isi 24 pcs,"produk bagus,pengirimancepat",5
Lukas,10/03/2023,beng beng 1 dus,"Respon penjual cepat, pengiriman instan tepat waktu, barang sampai sesuai pesanan. Dapat yg tgl kedaluarsanya thn 2022, tapi rasanya enak &amp; masih layak konsumsi 👍",5
